Table;Column;Type;Relation;Description;;;;;;;;;;;;;;;;;;;;;
nguoi_dung;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;ten;varchar;;Tˆn ng??i d—ng;;;;;;;;;;;;;;;;;;;;;
;email;varchar UNIQUE;;Email (unique);;;;;;;;;;;;;;;;;;;;;
;so_dien_thoai;varchar;;S? ?i?n tho?i;;;;;;;;;;;;;;;;;;;;;
;mat_khau_hash;varchar;;Hash m?t kh?u;;;;;;;;;;;;;;;;;;;;;
;vai_tro;enum('khach_hang','nhan_vien','admin');;Roles;;;;;;;;;;;;;;;;;;;;;
;phong_ban;varchar, NULLABLE;;B? ph?n (cho nhƒn viˆn);;;;;;;;;;;;;;;;;;;;;
;is_active;boolean;;Active hay kh“ng (m?c ??nh true);;;;;;;;;;;;;;;;;;;;;
;remember_token;varchar, NULLABLE;;Laravel remember token (optional);;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
password_resets;email;varchar;;Email ?? reset password (Laravel default table);;;;;;;;;;;;;;;;;;;;;
;token;varchar;;Token reset;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
tang;id;int PK;;;;;;;;;;;;;;;;;;;;;;;
;so_tang;int UNIQUE;;S? t?ng (unique);;;;;;;;;;;;;;;;;;;;;
;ten;varchar;;;;;;;;;;;;;;;;;;;;;;;
;ghi_chu;text;;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
loai_phong;id;int PK;;;;;;;;;;;;;;;;;;;;;;;
;ma;varchar UNIQUE;;M? lo?i ph•ng;;;;;;;;;;;;;;;;;;;;;
;ten;varchar;;;;;;;;;;;;;;;;;;;;;;;
;mo_ta;text;;;;;;;;;;;;;;;;;;;;;;;
;suc_chua;int;;;;;;;;;;;;;;;;;;;;;;;
;so_giuong;int;;;;;;;;;;;;;;;;;;;;;;;
;gia_mac_dinh;numeric(12,2);;Gi  m?c ??nh / ?ˆm;;;;;;;;;;;;;;;;;;;;;
;so_luong_thuc_te;int;;T?ng ph•ng v?t l? lo?i n…y;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
phong;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;ma_phong;varchar UNIQUE;;"V¡ d? ""101""";;;;;;;;;;;;;;;;;;;;;
;loai_phong_id;int;FK -> loai_phong(id);;;;;;;;;;;;;;;;;;;;;;
;tang_id;int;FK -> tang(id);;;;;;;;;;;;;;;;;;;;;;
;suc_chua;int;;;;;;;;;;;;;;;;;;;;;;;
;so_giuong;int;;;;;;;;;;;;;;;;;;;;;;;
;gia_mac_dinh;numeric(12,2);;;;;;;;;;;;;;;;;;;;;;;
;trang_thai;enum('trong','dang_o','bao_tri','khong_su_dung');;;;;;;;;;;;;;;;;;;;;;;
;last_checked_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
tien_nghi;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;ten;varchar;;;;;;;;;;;;;;;;;;;;;;;
;mo_ta;text;;;;;;;;;;;;;;;;;;;;;;;
;icon;varchar;NULL;Icon tˆn file/path;;;;;;;;;;;;;;;;;;;;;
;active;boolean;;Active/inactive (deactivate thay v delete);;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
phong_tien_nghi;id;bigint PK;Mapping ti?n nghi -> ph•ng (phong);;;;;;;;;;;;;;;;;;;;;;
;phong_id;bigint;FK -> phong(id);;;;;;;;;;;;;;;;;;;;;;
;tien_nghi_id;bigint;FK -> tien_nghi(id);;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
loai_phong_tien_nghi;id;bigint PK;Mapping ti?n nghi -> lo?i ph•ng (loai_phong);;;;;;;;;;;;;;;;;;;;;;
;loai_phong_id;int;FK -> loai_phong(id);;;;;;;;;;;;;;;;;;;;;;
;tien_nghi_id;bigint;FK -> tien_nghi(id);;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
vat_dung_phong;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;phong_id;bigint;FK -> phong(id);Thu?c ph•ng;;;;;;;;;;;;;;;;;;;;;
;sku;varchar;;M? v?t d?ng;;;;;;;;;;;;;;;;;;;;;
;ten;varchar;;Tˆn ?? d—ng;;;;;;;;;;;;;;;;;;;;;
;tinh_trang;enum('tot','hong','mat');;;;;;;;;;;;;;;;;;;;;;;
;so_luong;int;;;;;;;;;;;;;;;;;;;;;;;
;ghi_chu;text;;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
dat_phong;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;ma_tham_chieu;varchar UNIQUE;;M? tham chi?u booking;;;;;;;;;;;;;;;;;;;;;
;nguoi_dung_id;bigint;FK -> nguoi_dung(id);Kh ch h…ng t?o booking;;;;;;;;;;;;;;;;;;;;;
;trang_thai;enum('dang_cho','da_xac_nhan','da_nhan_phong','hoan_thanh','da_huy','het_han');;;;;;;;;;;;;;;;;;;;;;;
;ngay_nhan_phong;date;;Ng…y nh?n (start);;;;;;;;;;;;;;;;;;;;;
;ngay_tra_phong;date;;Ng…y tr? (end);;;;;;;;;;;;;;;;;;;;;
;so_khach;int;;;;;;;;;;;;;;;;;;;;;;;
;tong_tien;numeric(12,2);;T?ng ti?n snapshot (bao g?m discount);;;;;;;;;;;;;;;;;;;;;
;don_vi_tien;varchar;;??n v? ti?n;;;;;;;;;;;;;;;;;;;;;
;can_thanh_toan;boolean;;C?n thanh to n tr??c kh“ng;;;;;;;;;;;;;;;;;;;;;
;created_by;bigint;FK -> nguoi_dung(id);Ai t?o (admin/nhan_vien) or same as nguoi_dung_id;;;;;;;;;;;;;;;;;;;;;
;phuong_thuc;enum('vnpay','tien_mat','chuyen_khoan');Ph??ng th?c;;;;;;;;;;;;;;;;;;;;;;
;ma_voucher;varchar NULL;;M? voucher  p d?ng (n?u c¢);;;;;;;;;;;;;;;;;;;;;
;discount_amount;numeric(12,2) NULL;T?ng gi?m gi  (snapshot);;;;;;;;;;;;;;;;;;;;;;
;snapshot_total;numeric(12,2) NULL;T?ng ti?n snapshot (gia tr??c gi?m);;;;;;;;;;;;;;;;;;;;;;
;source;enum('web','phone','staff','ota') DEFAULT 'web';Ngu?n booking;;;;;;;;;;;;;;;;;;;;;;
;ghi_chu;text;;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
dat_phong_item;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;dat_phong_id;bigint;FK -> dat_phong(id);;;;;;;;;;;;;;;;;;;;;;
;loai_phong_id;int;FK -> loai_phong(id);Lo?i ph•ng yˆu c?u;;;;;;;;;;;;;;;;;;;;;
;so_luong;int;;S? ph•ng lo?i n…y;;;;;;;;;;;;;;;;;;;;;
;gia_tren_dem;numeric(12,2);;Gi /?ˆm snapshot (per-night);;;;;;;;;;;;;;;;;;;;;
;so_dem;int;;S? ?ˆm;;;;;;;;;;;;;;;;;;;;;
;taxes_amount;numeric(12,2) NULL;Taxes snapshot cho item;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
dat_phong_addon;id;bigint PK;(Add-ons / extras liˆn k?t booking);;;;;;;;;;;;;;;;;;;;;;
;dat_phong_id;bigint;FK -> dat_phong(id);;;;;;;;;;;;;;;;;;;;;;
;name;varchar;;Tˆn addon (v¡ d? Breakfast);;;;;;;;;;;;;;;;;;;;;
;price;numeric(12,2);;Gi  snapshot;;;;;;;;;;;;;;;;;;;;;
;qty;int;;;;;;;;;;;;;;;;;;;;;;;
;total_price;numeric(12,2);;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
giu_phong;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;dat_phong_id;bigint;FK -> dat_phong(id);Thu?c booking (pending);;;;;;;;;;;;;;;;;;;;;
;loai_phong_id;int;FK -> loai_phong(id);Lo?i ph•ng b? gi?;;;;;;;;;;;;;;;;;;;;;
;so_luong;int;;S? ??n v? gi?;;;;;;;;;;;;;;;;;;;;;
;het_han_luc;timestamptz;;H?t h?n gi? (release);;;;;;;;;;;;;;;;;;;;;
;released;boolean DEFAULT false;;Flag ?? release hay ch?a;;;;;;;;;;;;;;;;;;;;;
;released_at;timestamptz NULL;;Khi release;;;;;;;;;;;;;;;;;;;;;
;released_by;bigint NULL FK -> nguoi_dung(id);Admin/worker release (nullable);;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
phong_da_dat;id;bigint PK;;Allocation (phong_da_dat);;;;;;;;;;;;;;;;;;;;;
;dat_phong_item_id;bigint;FK -> dat_phong_item(id);Thu?c booking_item;;;;;;;;;;;;;;;;;;;;;
;phong_id;bigint;FK -> phong(id);Ph•ng ???c g n;;;;;;;;;;;;;;;;;;;;;
;trang_thai;enum('da_dat','dang_su_dung','hoan_thanh','da_huy');;;;;;;;;;;;;;;;;;;;;;;
;checkin_datetime;timestamptz;;Checkin (datetime);;;;;;;;;;;;;;;;;;;;;
;checkout_datetime;timestamptz;;Checkout (datetime);;;;;;;;;;;;;;;;;;;;;
;thuc_te_nhan_phong_luc;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;thuc_te_tra_phong_luc;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
giao_dich;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;dat_phong_id;bigint;FK -> dat_phong(id);Thu?c booking;;;;;;;;;;;;;;;;;;;;;
;nha_cung_cap;varchar;;vnpay' (provider);;;;;;;;;;;;;;;;;;;;;
;provider_txn_ref;varchar NULL;;M? giao d?ch provider;;;;;;;;;;;;;;;;;;;;;
;so_tien;numeric(12,2);;;;;;;;;;;;;;;;;;;;;;;
;don_vi;varchar;;;;;;;;;;;;;;;;;;;;;;;
;trang_thai;enum('dang_cho','thanh_cong','that_bai','da_hoan');;;;;;;;;;;;;;;;;;;;;;;
;ghi_chu;text;;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
hoan_tien;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;giao_dich_id;bigint;FK -> giao_dich(id);;;;;;;;;;;;;;;;;;;;;;
;so_tien;numeric(12,2);;;;;;;;;;;;;;;;;;;;;;;
;provider_ref;varchar NULL;;M? refund bˆn provider;;;;;;;;;;;;;;;;;;;;;
;trang_thai;enum('dang_cho','thanh_cong','that_bai','da_hoan');;;;;;;;;;;;;;;;;;;;;;;
;ly_do;text;;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
cong_viec_bao_tri;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;phong_id;bigint;FK -> phong(id);;;;;;;;;;;;;;;;;;;;;;
;vat_dung_id;bigint NULL FK -> vat_dung_phong(id);;;;;;;;;;;;;;;;;;;;;;;
;nguoi_bao_cao;bigint FK -> nguoi_dung(id);;;;;;;;;;;;;;;;;;;;;;;
;nguoi_duoc_gan;bigint NULL FK -> nguoi_dung(id);;;;;;;;;;;;;;;;;;;;;;;
;uu_tien;int;;;;;;;;;;;;;;;;;;;;;;;
;mo_ta;text;;;;;;;;;;;;;;;;;;;;;;;
;trang_thai;enum('mo','dang_xu_ly','hoan_thanh','da_huy');;;;;;;;;;;;;;;;;;;;;;;
;chi_phi_du_kien;numeric(12,2);;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
danh_gia;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;nguoi_dung_id;bigint;FK -> nguoi_dung(id);;;;;;;;;;;;;;;;;;;;;;
;dat_phong_id;bigint;FK -> dat_phong(id);;;;;;;;;;;;;;;;;;;;;;
;diem;smallint;;;;;;;;;;;;;;;;;;;;;;;
;noi_dung;text;;;;;;;;;;;;;;;;;;;;;;;
;anh;jsonb;;?nh ?¡nh kŠm;;;;;;;;;;;;;;;;;;;;;
;trang_thai_kiem_duyet;enum('cho_kiem_duyet','da_dang','bi_tu_choi');;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
thong_bao;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;nguoi_nhan_id;bigint;FK -> nguoi_dung(id);Ng??i nh?n;;;;;;;;;;;;;;;;;;;;;
;kenh;enum('email','sms','push');;;;;;;;;;;;;;;;;;;;;;;
;ten_template;varchar;;;;;;;;;;;;;;;;;;;;;;;
;payload;jsonb;;;;;;;;;;;;;;;;;;;;;;;
;trang_thai;enum('queued','sent','failed');;;;;;;;;;;;;;;;;;;;;;;
;so_lan_thu;int DEFAULT 0;;;;;;;;;;;;;;;;;;;;;;;
;lan_thu_cuoi;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
voucher;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
;code;varchar UNIQUE;;M? coupon;;;;;;;;;;;;;;;;;;;;;
;type;enum('fixed','percent');;;;;;;;;;;;;;;;;;;;;;;
;value;numeric(12,2);;Gi  tr? (n?u percent: l?u 10 = 10%);;;;;;;;;;;;;;;;;;;;;
;qty;int;;S? l??ng t?n kho (NULL = unlimited);;;;;;;;;;;;;;;;;;;;;
;start_date;date;;;;;;;;;;;;;;;;;;;;;;;
;end_date;date;;;;;;;;;;;;;;;;;;;;;;;
;min_order_amount;numeric(12,2) NULL;;?i?u ki?n min order;;;;;;;;;;;;;;;;;;;;;
;applicable_to;enum('all','loai_phong','phong') DEFAULT 'all';Ph?m vi  p d?ng;;;;;;;;;;;;;;;;;;;;;;
;note;text;;;;;;;;;;;;;;;;;;;;;;;
;usage_limit_per_user;int NULL;(s? l?n 1 user);;;;;;;;;;;;;;;;;;;;;;
;active;boolean DEFAULT true;;;;;;;;;;;;;;;;;;;;;;;
;created_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
;updated_at;timestamptz;;;;;;;;;;;;;;;;;;;;;;;
voucher_usage;id;bigint PK;;;;;;;;;;;;;;;;;;;;;;;
